CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12348.0,221,1,367.0,1,Low Value
12350.0,312,1,334.4,1,Low Value
12352.0,275,3,1296.38,1,Low Value
12364.0,302,1,310.32,1,Low Value
12367.0,213,1,168.9,1,Low Value
12373.0,343,1,364.6,1,Low Value
12375.0,305,1,230.3,1,Low Value
12378.0,306,1,4008.62,1,Low Value
12397.0,244,1,1195.09,1,Low Value
12410.0,253,2,693.3299999999999,1,Low Value
12422.0,216,1,147.7,1,Low Value
12429.0,455,1,1281.5,1,Low Value
12436.0,336,1,509.01,1,Low Value
12441.0,486,1,173.55,1,Low Value
12451.0,215,2,4927.87,1,Low Value
12457.0,245,1,196.35,1,Low Value
12464.0,284,1,213.89999999999998,1,Low Value
12468.0,219,1,508.95000000000005,1,Low Value
12476.0,220,1,311.2,1,Low Value
12491.0,334,1,460.40000000000003,1,Low Value
12494.0,338,2,210.82,1,Low Value
12512.0,245,2,138.03,1,Low Value
12534.0,337,1,1089.18,1,Low Value
12544.0,275,1,372.7,1,Low Value
12547.0,252,1,159.4,1,Low Value
12552.0,334,1,120.0,1,Low Value
12558.0,302,1,269.96,1,Low Value
12559.0,312,1,75.60000000000001,1,Low Value
12560.0,243,1,697.7,1,Low Value
12562.0,217,2,1304.3700000000001,1,Low Value
12572.0,333,1,487.68,1,Low Value
12577.0,244,2,461.91,1,Low Value
12587.0,302,1,144.0,1,Low Value
12593.0,220,2,321.8,1,Low Value
12610.0,217,1,946.75,1,Low Value
12616.0,216,1,457.7,1,Low Value
12644.0,306,1,477.91,1,Low Value
12646.0,213,1,615.28,1,Low Value
12654.0,303,1,171.23000000000002,1,Low Value
12673.0,243,1,389.62,1,Low Value
12678.0,219,2,2073.52,1,Low Value
12686.0,639,1,89.14,1,Low Value
12689.0,247,1,511.03,1,Low Value
12695.0,245,2,248.2,1,Low Value
12704.0,244,3,1120.85,1,Low Value
12710.0,246,2,430.06,1,Low Value
12719.0,215,2,644.95,1,Low Value
12725.0,639,1,427.8,1,Low Value
12738.0,666,1,155.35,1,Low Value
12739.0,335,1,975.54,1,Low Value
12750.0,278,1,275.88,1,Low Value
12755.0,252,2,3811.95,1,Low Value
12762.0,302,1,1436.93,1,Low Value
12763.0,578,1,320.08,1,Low Value
12775.0,280,2,634.25,1,Low Value
12782.0,213,1,252.25,1,Low Value
12785.0,425,1,311.95,1,Low Value
12789.0,215,1,91.85,1,Low Value
12791.0,698,1,192.60000000000002,1,Low Value
12794.0,305,1,317.0,1,Low Value
12797.0,455,1,254.03,1,Low Value
12816.0,216,1,253.55,1,Low Value
12817.0,283,1,166.04,1,Low Value
12823.0,246,1,229.5,1,Low Value
12834.0,311,1,312.38,1,Low Value
12842.0,253,1,310.73,1,Low Value
12851.0,246,1,135.18,1,Low Value
12855.0,667,1,38.1,1,Low Value
12866.0,342,1,559.12,1,Low Value
12872.0,455,1,378.53000000000003,1,Low Value
12873.0,311,1,374.0,1,Low Value
12875.0,364,1,293.76000000000005,1,Low Value
12886.0,250,2,1378.4,1,Low Value
12915.0,667,1,199.65,1,Low Value
12917.0,278,1,594.0,1,Low Value
12922.0,338,1,405.38,1,Low Value
12925.0,213,1,325.74,1,Low Value
12929.0,343,1,117.85,1,Low Value
12933.0,342,1,110.75,1,Low Value
12942.0,455,1,258.75,1,Low Value
12944.0,244,1,317.56,1,Low Value
12951.0,221,2,467.48,1,Low Value
12952.0,243,1,297.73,1,Low Value
12962.0,302,1,95.85000000000001,1,Low Value
12963.0,333,2,630.45,1,Low Value
12967.0,639,1,1368.4,1,Low Value
12970.0,302,2,428.44,1,Low Value
13000.0,425,1,201.75,1,Low Value
13011.0,666,1,50.550000000000004,1,Low Value
13017.0,302,1,204.0,1,Low Value
13030.0,547,1,427.74,1,Low Value
13034.0,578,1,165.86,1,Low Value
13037.0,250,1,326.9,1,Low Value
13045.0,336,1,305.28000000000003,1,Low Value
13059.0,251,1,183.4,1,Low Value
13062.0,339,1,346.98,1,Low Value
13065.0,698,1,205.86,1,Low Value
13075.0,306,1,919.61,1,Low Value
13082.0,217,3,1747.54,1,Low Value
13083.0,213,1,111.36,1,Low Value
13085.0,218,1,137.98000000000002,1,Low Value
13099.0,335,1,207.35999999999999,1,Low Value
13108.0,667,1,350.06,1,Low Value
13131.0,219,1,324.9,1,Low Value
13138.0,667,1,193.23,1,Low Value
13140.0,486,1,159.51,1,Low Value
13153.0,243,1,486.22,1,Low Value
13159.0,333,1,282.56,1,Low Value
13166.0,342,1,417.2,1,Low Value
13167.0,276,2,416.76,1,Low Value
13168.0,275,1,346.53000000000003,1,Low Value
13173.0,213,2,353.65,1,Low Value
13174.0,578,1,1415.97,1,Low Value
13192.0,216,1,447.62,1,Low Value
13200.0,217,1,319.32,1,Low Value
13211.0,215,1,775.94,1,Low Value
13218.0,247,1,62.63999999999999,1,Low Value
13240.0,246,2,334.11,1,Low Value
13255.0,698,1,225.7,1,Low Value
13270.0,486,1,590.0,1,Low Value
13271.0,303,1,217.38,1,Low Value
13282.0,281,1,344.70000000000005,1,Low Value
13285.0,338,1,796.83,1,Low Value
13292.0,334,1,329.37,1,Low Value
13294.0,251,2,873.74,1,Low Value
13297.0,276,2,1638.8999999999999,1,Low Value
13301.0,248,2,306.99,1,Low Value
13316.0,303,1,1514.17,1,Low Value
13317.0,245,1,959.7,1,Low Value
13338.0,218,1,487.02,1,Low Value
13351.0,245,1,373.94,1,Low Value
13369.0,455,1,308.28000000000003,1,Low Value
13370.0,639,1,754.87,1,Low Value
13376.0,336,1,249.76,1,Low Value
13379.0,304,1,299.53,1,Low Value
13382.0,252,1,222.99,1,Low Value
13402.0,247,2,621.23,1,Low Value
13410.0,219,1,140.4,1,Low Value
13414.0,218,1,467.7,1,Low Value
13417.0,213,1,404.83,1,Low Value
13434.0,246,1,72.84,1,Low Value
13435.0,217,3,1137.28,1,Low Value
13455.0,486,1,692.94,1,Low Value
13461.0,334,1,560.8,1,Low Value
13462.0,341,1,151.5,1,Low Value
13467.0,275,1,782.46,1,Low Value
13470.0,336,1,49.5,1,Low Value
13476.0,283,1,727.6,1,Low Value
13483.0,215,1,140.34,1,Low Value
13489.0,218,1,51.36,1,Low Value
13494.0,343,1,316.26000000000005,1,Low Value
13495.0,244,3,1483.39,1,Low Value
13497.0,311,2,348.05,1,Low Value
13506.0,578,1,301.12,1,Low Value
13513.0,217,1,205.1,1,Low Value
13524.0,250,1,159.20000000000002,1,Low Value
13525.0,221,1,282.88,1,Low Value
13531.0,486,1,305.45,1,Low Value
13539.0,284,1,164.1,1,Low Value
13560.0,302,1,174.37,1,Low Value
13564.0,546,1,540.0,1,Low Value
13569.0,517,1,118.32,1,Low Value
13579.0,578,1,164.70000000000002,1,Low Value
13581.0,284,1,118.0,1,Low Value
13596.0,243,1,285.44,1,Low Value
13626.0,341,1,257.23,1,Low Value
13631.0,336,1,52.5,1,Low Value
13635.0,276,1,1071.03,1,Low Value
13637.0,219,1,262.25,1,Low Value
13649.0,486,1,197.8,1,Low Value
13651.0,244,1,15.0,1,Low Value
13652.0,547,1,308.8,1,Low Value
13682.0,219,1,59.5,1,Low Value
13697.0,334,1,151.29999999999998,1,Low Value
13705.0,302,2,507.32,1,Low Value
13711.0,220,2,252.06,1,Low Value
13721.0,275,1,524.14,1,Low Value
13722.0,311,1,1463.47,1,Low Value
13726.0,334,1,786.98,1,Low Value
13728.0,275,2,377.7,1,Low Value
13730.0,338,1,306.75,1,Low Value
13736.0,243,1,374.37,1,Low Value
13744.0,216,1,263.2,1,Low Value
13747.0,698,1,79.6,1,Low Value
13762.0,220,1,306.72,1,Low Value
13780.0,302,1,243.73000000000002,1,Low Value
13781.0,282,1,127.84,1,Low Value
13786.0,517,1,230.39999999999998,1,Low Value
13787.0,425,1,106.4,1,Low Value
13790.0,213,1,348.8,1,Low Value
13791.0,247,1,579.0,1,Low Value
13792.0,245,1,120.95,1,Low Value
13800.0,284,1,558.32,1,Low Value
13801.0,245,1,324.8,1,Low Value
13802.0,343,1,969.74,1,Low Value
13805.0,306,1,500.24,1,Low Value
13807.0,517,1,112.6,1,Low Value
13822.0,243,1,163.62,1,Low Value
13831.0,220,2,719.3,1,Low Value
13833.0,279,1,384.8,1,Low Value
13838.0,243,2,450.25,1,Low Value
13841.0,341,1,85.0,1,Low Value
13850.0,306,1,1595.48,1,Low Value
13851.0,216,2,2405.14,1,Low Value
13868.0,302,2,3192.54,1,Low Value
13883.0,220,3,762.37,1,Low Value
